TransactionId,AccountId,TD,CountOfTransaction,CountOfFraud,IsFraud
67355,4841,182819.0,30893.0,1.0,0
96169,2073,120173.0,181.0,0.0,0
30100,4841,183612.0,30893.0,1.0,0
39468,2073,120235.0,181.0,0.0,0
113896,4841,183670.0,30893.0,1.0,0
78206,2073,120499.0,181.0,0.0,0
77465,4841,183938.0,30893.0,1.0,0
80473,3630,83201.0,15.0,0.0,0
86708,2296,164433.0,105.0,0.0,0
121598,2073,121064.0,181.0,0.0,0
103439,4841,184501.0,30893.0,1.0,0
91783,192,83327.0,114.0,0.0,0
50174,4841,184658.0,30893.0,1.0,0
140146,3630,83778.0,15.0,0.0,0
87832,4841,184824.0,30893.0,1.0,0
68244,3595,161741.0,465.0,0.0,0
106674,4841,184925.0,30893.0,1.0,0
85768,3315,5462.0,16.0,0.0,0
103637,4841,185102.0,30893.0,1.0,0
114742,4841,185107.0,30893.0,1.0,0
43611,856,163725.0,29.0,0.0,0
50113,4068,157400.0,94.0,0.0,0
120043,160,160872.0,49.0,0.0,0
119609,4841,185567.0,30893.0,1.0,0
21385,2973,145268.0,11.0,0.0,0
30943,3552,10.0,69.0,0.0,0
43462,4841,185776.0,30893.0,1.0,0
100992,3552,106.0,69.0,0.0,0
84824,4841,185881.0,30893.0,1.0,0
65983,192,84620.0,114.0,0.0,0
20051,3552,159.0,69.0,0.0,0
88159,4841,185944.0,30893.0,1.0,0
120633,4841,185951.0,30893.0,1.0,0
86072,2237,157995.0,230.0,0.0,0
21790,192,85016.0,114.0,0.0,0
112194,4841,186343.0,30893.0,1.0,0
137497,192,85206.0,114.0,0.0,0
94126,4841,186533.0,30893.0,1.0,0
92586,3595,163560.0,465.0,0.0,0
120771,4841,186744.0,30893.0,1.0,0
132680,4729,55739.0,17.0,0.0,0
118283,4729,55801.0,17.0,0.0,0
133660,192,86008.0,114.0,0.0,0
138993,4841,187339.0,30893.0,1.0,0
75185,4068,159679.0,94.0,0.0,0
103016,2314,177703.0,356.0,0.0,0
92924,4841,187762.0,30893.0,1.0,0
105497,4841,187768.0,30893.0,1.0,0
103547,1153,82337.0,55.0,0.0,0
100040,4841,187833.0,30893.0,1.0,0
7754,4600,10.0,22.0,0.0,0
22824,4841,188169.0,30893.0,1.0,0
124084,4103,171458.0,38.0,0.0,0
92772,4841,188229.0,30893.0,1.0,0
42976,3103,10.0,84.0,0.0,0
99477,4600,214.0,22.0,0.0,0
74701,4841,188337.0,30893.0,1.0,0
100600,4841,188361.0,30893.0,1.0,0
104180,4111,84858.0,57.0,0.0,0
122061,4841,188657.0,30893.0,1.0,0
42998,3925,85873.0,211.0,0.0,0
125019,3390,10.0,8.0,0.0,0
17909,4841,189247.0,30893.0,1.0,0
43298,2073,125991.0,181.0,0.0,0
9065,4841,189429.0,30893.0,1.0,0
76141,1153,84606.0,55.0,0.0,0
22973,4841,190110.0,30893.0,1.0,0
133604,259,26183.0,6.0,0.0,0
113684,2073,126984.0,181.0,0.0,0
3008,4841,190406.0,30893.0,1.0,0
132365,2056,175631.0,215.0,0.0,0
52427,4841,190654.0,30893.0,1.0,0
9017,4133,77121.0,222.0,0.0,0
39142,2056,175692.0,215.0,0.0,0
125903,259,26491.0,6.0,0.0,0
76946,4841,190700.0,30893.0,1.0,0
129066,4841,190716.0,30893.0,1.0,0
102041,4199,10.0,9.0,0.0,0
130336,4841,190896.0,30893.0,1.0,0
96192,4184,158069.0,80.0,0.0,0
38042,335,177191.0,150.0,0.0,0
124364,4841,191063.0,30893.0,1.0,0
1343,4841,191090.0,30893.0,1.0,0
15173,4184,158152.0,80.0,0.0,0
126365,4184,158199.0,80.0,0.0,0
31995,1187,42073.0,38.0,0.0,0
5370,4841,191305.0,30893.0,1.0,0
128977,2019,150155.0,14.0,0.0,0
83369,4184,158492.0,80.0,0.0,0
77273,2670,10.0,12.0,0.0,0
127628,2019,150408.0,14.0,0.0,0
18192,2759,84162.0,54.0,0.0,0
40487,2759,84163.0,54.0,0.0,0
133691,3512,10.0,2.0,0.0,0
119961,1616,180228.0,161.0,0.0,0
105305,3512,186.0,2.0,0.0,0
127963,2379,10.0,61.0,0.0,0
63835,2379,206.0,61.0,0.0,0
27016,2884,60206.0,36.0,0.0,0
3374,2379,507.0,61.0,0.0,0
20261,1187,43977.0,38.0,0.0,0
47916,4745,10.0,2.0,0.0,0
84042,2073,129889.0,181.0,0.0,0
82614,4745,108.0,2.0,0.0,0
8659,3447,178438.0,156.0,0.0,0
64172,2828,10.0,18.0,0.0,0
44664,4116,172325.0,32.0,0.0,0
106783,12,178654.0,34.0,0.0,0
81713,2056,178863.0,215.0,0.0,0
42148,12,178713.0,34.0,0.0,0
118585,3474,90340.0,48.0,0.0,0
116608,2395,168715.0,45.0,0.0,0
136194,3103,6371.0,84.0,0.0,0
120089,61,10.0,7.0,0.0,0
53933,61,188.0,7.0,0.0,0
37354,2073,131489.0,181.0,0.0,0
131259,4068,166892.0,94.0,0.0,0
82656,2073,131623.0,181.0,0.0,0
80411,568,157244.0,117.0,0.0,0
122633,2073,132035.0,181.0,0.0,0
69825,538,168587.0,84.0,0.0,0
90875,3617,168264.0,32.0,0.0,0
10718,2804,85394.0,215.0,0.0,0
21866,2393,37183.0,19.0,0.0,0
55437,3595,172647.0,465.0,0.0,0
103709,3773,10.0,30.0,0.0,0
122429,3746,10.0,16.0,0.0,0
69857,3008,10.0,15.0,0.0,0
99693,2314,186340.0,356.0,0.0,0
133187,3595,173243.0,465.0,0.0,0
139843,2314,186392.0,356.0,0.0,0
120126,2331,59920.0,18.0,0.0,0
1097,2591,164900.0,46.0,0.0,0
49402,3617,169882.0,32.0,0.0,0
110831,2073,133829.0,181.0,0.0,0
113990,2804,86984.0,215.0,0.0,0
128168,2073,133965.0,181.0,0.0,0
19215,2044,10.0,42.0,0.0,0
88088,2604,174500.0,66.0,0.0,0
67763,335,184457.0,150.0,0.0,0
102042,2044,867.0,42.0,0.0,0
20344,2044,1151.0,42.0,0.0,0
137333,2044,1310.0,42.0,0.0,0
74856,4590,152914.0,105.0,7.0,0
22089,3562,51378.0,26.0,0.0,0
71308,2044,1534.0,42.0,0.0,0
112224,2044,2007.0,42.0,0.0,0
114045,3002,60093.0,71.0,0.0,0
65352,3957,199536.0,66.0,0.0,0
28444,702,10.0,11.0,0.0,0
14444,702,130.0,11.0,0.0,0
9635,1492,10.0,3.0,0.0,0
32856,860,10.0,5.0,0.0,0
95377,2056,185123.0,215.0,0.0,0
119089,860,233.0,5.0,0.0,0
93264,1492,330.0,3.0,0.0,0
99375,571,187615.0,173.0,0.0,0
118164,2056,185534.0,215.0,0.0,0
86154,446,10.0,34.0,0.0,0
47248,2056,185599.0,215.0,0.0,0
46498,2056,185644.0,215.0,0.0,0
116259,446,198.0,34.0,0.0,0
16835,4551,10.0,14.0,0.0,0
85575,210,10.0,2.0,0.0,0
6696,3048,10.0,39.0,0.0,0
96619,3710,172525.0,128.0,0.0,0
29787,3376,38876.0,35.0,0.0,0
45162,2779,67878.0,19.0,0.0,0
114782,2232,10.0,7.0,0.0,0
37072,2402,178694.0,125.0,0.0,0
67211,4824,64599.0,28.0,0.0,0
22418,2073,138902.0,181.0,0.0,0
29938,1533,172734.0,28.0,0.0,0
91636,3361,86565.0,35.0,0.0,0
8306,2056,187432.0,215.0,0.0,0
139384,3957,202549.0,66.0,0.0,0
23034,2044,5291.0,42.0,0.0,0
22119,2044,5364.0,42.0,0.0,0
108057,432,175738.0,101.0,0.0,0
126370,2604,180033.0,66.0,0.0,0
117121,4249,186256.0,4457.0,4.0,0
120256,2946,101981.0,190.0,0.0,0
3343,3595,180228.0,465.0,0.0,0
76546,2126,190778.0,80.0,0.0,0
9913,4068,175439.0,94.0,0.0,0
5665,1608,168275.0,231.0,0.0,0
12966,2073,140296.0,181.0,0.0,0
92719,12,188883.0,34.0,0.0,0
22191,2073,141012.0,181.0,0.0,0
128923,398,56614.0,83.0,0.0,0
75874,2991,10.0,2.0,0.0,0
114997,2828,11482.0,18.0,0.0,0
41576,3082,10.0,10.0,0.0,0
31856,24,10.0,5.0,0.0,0
63624,3082,134.0,10.0,0.0,0
32433,2044,7696.0,42.0,0.0,0
27116,3869,88724.0,80.0,0.0,0
115463,3282,10.0,54.0,0.0,0
108106,2056,190251.0,215.0,0.0,0
14711,3869,88784.0,80.0,0.0,0
19002,1616,193551.0,161.0,0.0,0
71316,3795,48889.0,94.0,0.0,0
73419,1842,192339.0,90.0,0.0,0
118840,2430,105439.0,90.0,0.0,0
103404,3595,183026.0,465.0,0.0,0
65363,2073,142794.0,181.0,0.0,0
136342,3595,183073.0,465.0,0.0,0
54660,2430,105614.0,90.0,0.0,0
64419,160,181742.0,49.0,0.0,0
120378,2314,196440.0,356.0,0.0,0
101641,4729,75625.0,17.0,0.0,0
135930,2073,143618.0,181.0,0.0,0
88818,3832,186305.0,7.0,3.0,1
62480,3595,184205.0,465.0,0.0,0
120435,4023,62510.0,49.0,0.0,0
112451,3595,184324.0,465.0,0.0,0
37506,4769,167189.0,27.0,0.0,0
36793,3905,105403.0,8.0,0.0,0
90091,4249,190862.0,4457.0,4.0,0
132703,4076,170564.0,64.0,0.0,0
82864,860,7905.0,5.0,0.0,0
40113,2360,72583.0,12.0,0.0,0
84178,860,8224.0,5.0,0.0,0
62022,1228,10.0,20.0,0.0,0
50898,4590,162744.0,105.0,7.0,0
44827,4023,63747.0,49.0,0.0,0
80061,2946,107391.0,190.0,0.0,0
94300,3710,180640.0,128.0,0.0,0
112938,2073,145889.0,181.0,0.0,0
31240,3807,10.0,2.0,0.0,0
23009,4184,177292.0,80.0,0.0,0
102080,3807,635.0,2.0,0.0,0
111307,2073,147194.0,181.0,0.0,0
74834,1601,186888.0,96.0,0.0,0
47455,3595,187898.0,465.0,0.0,0
124688,2044,13635.0,42.0,0.0,0
46948,1118,10.0,5.0,0.0,0
108553,2073,147808.0,181.0,0.0,0
133465,1601,187422.0,96.0,0.0,0
7688,1601,187576.0,96.0,0.0,0
108062,1825,201738.0,192.0,2.0,0
115013,2073,148030.0,181.0,0.0,0
78115,1601,187633.0,96.0,0.0,0
88336,2073,148118.0,181.0,0.0,0
2292,2673,93427.0,50.0,0.0,0
4011,1601,187797.0,96.0,0.0,0
97257,1601,188289.0,96.0,0.0,0
29046,1601,188549.0,96.0,0.0,0
139946,1601,188636.0,96.0,0.0,0
133142,1616,200558.0,161.0,0.0,0
57959,1601,189279.0,96.0,0.0,0
96277,1601,189362.0,96.0,0.0,0
3537,1118,1984.0,5.0,0.0,0
49225,1601,189518.0,96.0,0.0,0
75878,3183,189931.0,19.0,0.0,0
51316,2044,16264.0,42.0,0.0,0
76173,3957,213885.0,66.0,0.0,0
61019,796,99128.0,36.0,0.0,0
135267,2946,112617.0,190.0,0.0,0
13489,2683,113109.0,41.0,0.0,0
109939,2044,16838.0,42.0,0.0,0
134900,3552,29395.0,69.0,0.0,0
49843,3552,29457.0,69.0,0.0,0
91728,3710,186935.0,128.0,0.0,0
44496,1686,164523.0,87.0,0.0,0
34069,3795,58971.0,94.0,0.0,0
103745,3795,59212.0,94.0,0.0,0
123672,3795,59319.0,94.0,0.0,0
58653,3795,59394.0,94.0,0.0,0
117876,3027,109820.0,83.0,0.0,0
100610,4416,10.0,131.0,0.0,0
64822,3617,189279.0,32.0,0.0,0
71411,331,73585.0,88.0,0.0,0
34583,4355,10.0,30.0,0.0,0
111506,3027,110216.0,83.0,0.0,0
52826,33,10.0,26.0,0.0,0
38441,4416,476.0,131.0,0.0,0
28383,2819,10.0,22.0,0.0,0
104269,2073,153682.0,181.0,0.0,0
59405,4416,651.0,131.0,0.0,0
99561,2673,99036.0,50.0,0.0,0
62615,1404,10.0,32.0,0.0,0
30552,2819,302.0,22.0,0.0,0
61259,2673,99147.0,50.0,0.0,0
82976,2044,20002.0,42.0,0.0,0
47188,2073,154271.0,181.0,0.0,0
73752,2044,20202.0,42.0,0.0,0
100478,2973,177405.0,11.0,0.0,0
19407,2060,10.0,4.0,0.0,0
27741,992,10.0,7.0,0.0,0
78368,3552,32756.0,69.0,0.0,0
34460,2045,97292.0,5.0,0.0,0
86775,1601,195040.0,96.0,0.0,0
97461,2073,155556.0,181.0,0.0,0
93010,1601,195174.0,96.0,0.0,0
95647,2073,155769.0,181.0,0.0,0
25944,2073,155987.0,181.0,0.0,0
49160,2816,10.0,50.0,0.0,0
127522,2816,468.0,50.0,0.0,0
42896,2056,205205.0,215.0,0.0,0
130531,2056,205365.0,215.0,0.0,0
76039,1601,196926.0,96.0,0.0,0
134960,1601,197036.0,96.0,0.0,0
70492,2073,157630.0,181.0,0.0,0
114197,2073,157676.0,181.0,0.0,0
111064,3481,39147.0,91.0,0.0,0
113828,1601,197460.0,96.0,0.0,0
12525,2443,119976.0,98.0,0.0,0
102623,3595,198227.0,465.0,0.0,0
23224,3710,192904.0,128.0,0.0,0
54175,2073,158046.0,181.0,0.0,0
50758,1601,197656.0,96.0,0.0,0
118279,3595,198447.0,465.0,0.0,0
43326,1601,197819.0,96.0,0.0,0
38547,1601,198009.0,96.0,0.0,0
77758,1601,198093.0,96.0,0.0,0
46509,1601,198381.0,96.0,0.0,0
81387,1153,116869.0,55.0,0.0,0
68099,1153,117009.0,55.0,0.0,0
24604,2973,181992.0,11.0,0.0,0
52266,4068,194437.0,94.0,0.0,0
103581,197,190784.0,15.0,0.0,0
88488,1153,117203.0,55.0,0.0,0
137445,4153,167616.0,12.0,0.0,0
67818,3869,106348.0,80.0,0.0,0
135272,2073,159681.0,181.0,0.0,0
134983,2056,208476.0,215.0,0.0,0
49827,678,187114.0,120.0,0.0,0
78867,2973,183177.0,11.0,0.0,0
69722,678,187159.0,120.0,0.0,0
89502,331,80686.0,88.0,0.0,0
26489,789,10.0,5.0,0.0,0
29873,4111,120070.0,57.0,0.0,0
56280,678,187457.0,120.0,0.0,0
39128,4389,121658.0,146.0,0.0,0
34613,678,187502.0,120.0,0.0,0
72782,1153,118559.0,55.0,0.0,0
24641,678,187840.0,120.0,0.0,0
67130,3971,84344.0,64.0,0.0,0
75022,1616,213066.0,161.0,0.0,0
15377,3937,186596.0,83.0,0.0,0
90292,654,166660.0,61.0,0.0,0
8507,3595,202469.0,465.0,0.0,0
23355,192,124346.0,114.0,0.0,0
63325,568,187785.0,117.0,0.0,0
24756,3282,20543.0,54.0,0.0,0
2327,192,124535.0,114.0,0.0,0
107966,4111,122121.0,57.0,0.0,0
93564,2683,124874.0,41.0,0.0,0
89949,4416,9554.0,131.0,0.0,0
23661,4769,185698.0,27.0,0.0,0
136085,331,83075.0,88.0,0.0,0
20959,3560,10.0,2.0,0.0,0
29588,299,75674.0,87.0,0.0,0
96214,2668,10.0,2.0,0.0,0
119156,3282,21541.0,54.0,0.0,0
120769,2668,561.0,2.0,0.0,0
88800,3019,181795.0,17.0,0.0,0
22738,4068,199262.0,94.0,0.0,0
127664,3595,204197.0,465.0,0.0,0
11788,3809,90452.0,121.0,0.0,0
76319,4416,11000.0,131.0,0.0,0
136929,4706,10.0,49.0,0.0,0
32567,3691,10.0,2.0,0.0,0
88953,1601,203732.0,96.0,0.0,0
55271,3691,84.0,2.0,0.0,0
128344,1601,203813.0,96.0,0.0,0
51042,3027,121093.0,83.0,0.0,0
108,1601,203861.0,96.0,0.0,0
84108,678,191395.0,120.0,0.0,0
37313,1601,204222.0,96.0,0.0,0
130018,678,191605.0,120.0,0.0,0
71370,3183,204327.0,19.0,0.0,0
108339,826,214745.0,10.0,0.0,0
136122,1856,181383.0,12.0,0.0,0
16159,192,126989.0,114.0,0.0,0
98928,826,214906.0,10.0,0.0,0
40596,4614,10.0,33.0,0.0,0
48449,826,215153.0,10.0,0.0,0
49727,2980,10.0,104.0,0.0,0
117189,2379,36800.0,61.0,0.0,0
2375,331,86179.0,88.0,0.0,0
22245,2056,214267.0,215.0,0.0,0
119649,3282,24243.0,54.0,0.0,0
106088,4389,127263.0,146.0,0.0,0
39954,331,86549.0,88.0,0.0,0
76744,331,86643.0,88.0,0.0,0
36009,4150,10.0,43.0,0.0,0
84005,10,173384.0,965.0,0.0,0
107158,4184,196934.0,80.0,0.0,0
47892,2591,198161.0,46.0,0.0,0
90708,3183,206476.0,19.0,0.0,0
70468,3183,206564.0,19.0,0.0,0
87596,3375,203031.0,25.0,0.0,0
130017,1608,195551.0,231.0,0.0,0
118933,3400,174851.0,25.0,0.0,0
64688,2906,121552.0,71.0,0.0,0
67100,2591,199281.0,46.0,0.0,0
28246,3183,207417.0,19.0,0.0,0
72213,2056,216287.0,215.0,0.0,0
106044,3183,207505.0,19.0,0.0,0
12662,3595,208452.0,465.0,0.0,0
104125,2056,216808.0,215.0,0.0,0
49009,3753,10.0,2.0,0.0,0
135244,678,195434.0,120.0,0.0,0
104322,2056,217162.0,215.0,0.0,0
54202,3595,209242.0,465.0,0.0,0
79344,571,219756.0,173.0,0.0,0
52778,2314,222936.0,356.0,0.0,0
129521,2625,174101.0,9.0,0.0,0
121709,2437,10.0,3.0,0.0,0
37640,2625,174641.0,9.0,0.0,0
104661,432,206541.0,101.0,0.0,0
120132,4467,171199.0,41.0,0.0,0
94230,2591,202083.0,46.0,0.0,0
34066,3481,51970.0,91.0,0.0,0
64448,10,177829.0,965.0,0.0,0
103359,10,177841.0,965.0,0.0,0
121500,2056,219416.0,215.0,0.0,0
98487,2056,219614.0,215.0,0.0,0
20841,2056,219654.0,215.0,0.0,0
87086,4398,10.0,2.0,0.0,0
96885,2056,219706.0,215.0,0.0,0
48731,2056,219743.0,215.0,0.0,0
79834,2056,219790.0,215.0,0.0,0
58917,2056,219833.0,215.0,0.0,0
99834,2056,220187.0,215.0,0.0,0
121816,2056,220311.0,215.0,0.0,0
67476,3282,30432.0,54.0,0.0,0
95437,3595,212602.0,465.0,0.0,0
23341,2126,223103.0,80.0,0.0,0
8779,854,130300.0,118.0,0.0,0
877,3400,180079.0,25.0,0.0,0
17068,4467,173748.0,41.0,0.0,0
124256,3869,119796.0,80.0,0.0,0
34879,280,216785.0,167.0,0.0,0
81324,4023,91804.0,49.0,0.0,0
97253,3552,50949.0,69.0,0.0,0
40231,1246,170053.0,9.0,0.0,0
50254,3833,10.0,2.0,0.0,0
140497,3595,214927.0,465.0,0.0,0
123365,3937,199774.0,83.0,0.0,0
91008,2056,223405.0,215.0,0.0,0
84648,3937,199887.0,83.0,0.0,0
60829,1634,100434.0,97.0,0.0,0
57477,835,142273.0,54.0,0.0,0
104726,3103,51178.0,84.0,0.0,0
131060,1682,89309.0,24.0,0.0,0
40981,3595,217063.0,465.0,0.0,0
96731,1682,89749.0,24.0,0.0,0
114071,3103,52630.0,84.0,0.0,0
24778,1260,10.0,84.0,0.0,0
33192,1260,102.0,84.0,0.0,0
46665,197,210236.0,15.0,0.0,0
37394,3455,231245.0,42.0,0.0,0
88757,3455,231400.0,42.0,0.0,0
127474,477,10.0,2.0,0.0,0
12868,4614,18925.0,33.0,0.0,0
103649,3085,10.0,29.0,0.0,0
133507,3672,10.0,29.0,0.0,0
107826,3672,96.0,29.0,0.0,0
136060,3672,244.0,29.0,0.0,0
958,1336,145723.0,83.0,0.0,0
138674,4076,220218.0,64.0,0.0,0
26877,551,10.0,4.0,0.0,0
84265,551,492.0,4.0,0.0,0
49007,3400,207572.0,25.0,0.0,0
94263,4076,226575.0,64.0,0.0,0
53735,3002,125845.0,71.0,0.0,0
109639,2056,252022.0,215.0,0.0,0
96290,2804,156952.0,215.0,0.0,0
98063,2804,157054.0,215.0,0.0,0
49022,678,231023.0,120.0,0.0,0
119463,2804,157224.0,215.0,0.0,0
28665,2804,157280.0,215.0,0.0,0
100509,2540,255132.0,15.0,0.0,0
21164,2540,255234.0,15.0,0.0,0
116998,3833,30208.0,2.0,0.0,0
86197,3770,170068.0,52.0,0.0,0
125492,3770,170214.0,52.0,0.0,0
9278,4640,10.0,21.0,0.0,0
129030,297,219161.0,116.0,0.0,0
76560,160,244551.0,49.0,0.0,0
7845,4640,201.0,21.0,0.0,0
48925,297,219242.0,116.0,0.0,0
26201,297,220115.0,116.0,0.0,0
49826,3770,171754.0,52.0,0.0,0
12448,297,220257.0,116.0,0.0,0
66878,3029,171179.0,69.0,0.0,0
25189,3770,172019.0,52.0,0.0,0
116474,4729,139550.0,17.0,0.0,0
76081,3937,232044.0,83.0,0.0,0
101912,3937,232104.0,83.0,0.0,0
69754,3925,168196.0,211.0,0.0,0
64593,3925,168313.0,211.0,0.0,0
103221,854,165546.0,118.0,0.0,0
18996,856,249899.0,29.0,0.0,0
72592,3925,168577.0,211.0,0.0,0
10825,3029,172174.0,69.0,0.0,0
15991,297,221495.0,116.0,0.0,0
135137,3029,172380.0,69.0,0.0,0
105068,297,221775.0,116.0,0.0,0
27942,1518,142768.0,48.0,0.0,0
75135,185,171875.0,55.0,0.0,0
41261,1608,236798.0,231.0,0.0,0
45286,185,171936.0,55.0,0.0,0
14725,185,172057.0,55.0,0.0,0
10564,3369,171985.0,53.0,0.0,0
133595,3369,172093.0,53.0,0.0,0
98891,2073,209479.0,181.0,0.0,0
5333,185,172846.0,55.0,0.0,0
96847,2591,241459.0,46.0,0.0,0
109629,2073,209851.0,181.0,0.0,0
89959,2073,210029.0,181.0,0.0,0
107070,4244,125664.0,3.0,0.0,0
136120,3713,10.0,9.0,0.0,0
23130,3122,10.0,28.0,0.0,0
62460,1153,168477.0,55.0,0.0,0
62436,3369,173627.0,53.0,0.0,0
49447,1153,168577.0,55.0,0.0,0
122812,297,224266.0,116.0,0.0,0
109694,1153,168907.0,55.0,0.0,0
74213,1153,169154.0,55.0,0.0,0
70950,3382,10.0,2.0,0.0,0
60799,3710,246418.0,128.0,0.0,0
6644,1153,169545.0,55.0,0.0,0
116664,3382,445.0,2.0,0.0,0
53265,1153,169729.0,55.0,0.0,0
98807,2858,10.0,3.0,0.0,0
39877,3483,10.0,21.0,0.0,0
127026,3369,174960.0,53.0,0.0,0
20491,2073,212085.0,181.0,0.0,0
134840,1233,174798.0,72.0,0.0,0
115705,3483,426.0,21.0,0.0,0
115343,1233,175165.0,72.0,0.0,0
110334,3483,821.0,21.0,0.0,0
61449,1153,170809.0,55.0,0.0,0
55163,2073,212890.0,181.0,0.0,0
121665,2056,261413.0,215.0,0.0,0
33336,2884,144070.0,36.0,0.0,0
96896,3595,253495.0,465.0,0.0,0
105934,2467,150947.0,57.0,0.0,0
27520,1233,176595.0,72.0,0.0,0
9243,2695,126353.0,4.0,0.0,0
70663,1233,176685.0,72.0,0.0,0
120187,205,10.0,10.0,0.0,0
81011,3483,2457.0,21.0,0.0,0
90344,3869,161341.0,80.0,0.0,0
25129,4213,168759.0,24.0,0.0,0
86183,2314,268185.0,356.0,0.0,0
68218,2073,214824.0,181.0,0.0,0
46532,3595,255247.0,465.0,0.0,0
88797,4116,257392.0,32.0,0.0,0
68681,744,205296.0,90.0,0.0,0
46296,4438,10.0,20.0,0.0,0
11194,568,240998.0,117.0,0.0,0
100954,4366,10.0,2.0,0.0,0
128657,4366,226.0,2.0,0.0,0
127688,4133,165805.0,222.0,0.0,0
6310,4250,10.0,20.0,0.0,0
144,4250,205.0,20.0,0.0,0
61439,3027,173382.0,83.0,0.0,0
130697,432,253055.0,101.0,0.0,0
89890,2139,153764.0,97.0,0.0,0
13874,238,254312.0,45.0,0.0,0
103820,2139,153861.0,97.0,0.0,0
125289,238,254455.0,45.0,0.0,0
4336,2073,217281.0,181.0,0.0,0
18030,238,254569.0,45.0,0.0,0
129607,2139,154061.0,97.0,0.0,0
20242,2139,154116.0,97.0,0.0,0
28328,1362,162040.0,12.0,0.0,0
75758,2670,89333.0,12.0,0.0,0
128851,3003,10.0,7.0,0.0,0
60021,2906,171569.0,71.0,0.0,0
4355,1362,162235.0,12.0,0.0,0
94030,2056,266020.0,215.0,0.0,0
44814,3003,108.0,7.0,0.0,0
60947,2073,217666.0,181.0,0.0,0
22178,3019,235729.0,17.0,0.0,0
33046,4111,177548.0,57.0,0.0,0
63605,2314,271345.0,356.0,0.0,0
112816,3003,530.0,7.0,0.0,0
127636,3003,569.0,7.0,0.0,0
52212,2973,241062.0,11.0,0.0,0
18970,3003,652.0,7.0,0.0,0
50611,2973,241111.0,11.0,0.0,0
119297,2126,268942.0,80.0,0.0,0
132946,3003,725.0,7.0,0.0,0
37457,3003,789.0,7.0,0.0,0
106506,2056,266772.0,215.0,0.0,0
1493,1060,10.0,90.0,0.0,0
90121,1904,10.0,14.0,0.0,0
5918,2759,174896.0,54.0,0.0,0
122806,4250,2778.0,20.0,0.0,0
53443,4250,2908.0,20.0,0.0,0
84355,3483,7395.0,21.0,0.0,0
39294,3266,10.0,50.0,0.0,0
52075,3957,282979.0,66.0,0.0,0
73216,2073,219777.0,181.0,0.0,0
30690,568,245660.0,117.0,0.0,0
4985,568,245725.0,117.0,0.0,0
25315,854,178059.0,118.0,0.0,0
118902,1246,215996.0,9.0,0.0,0
49452,3266,1344.0,50.0,0.0,0
46857,2237,255973.0,230.0,0.0,0
18296,297,234346.0,116.0,0.0,0
21523,2237,256188.0,230.0,0.0,0
18360,4493,135720.0,43.0,0.0,0
54325,4250,5264.0,20.0,0.0,0
81506,4509,10.0,5.0,0.0,0
983,4250,5363.0,20.0,0.0,0
83337,2056,270134.0,215.0,0.0,0
27899,4249,268669.0,4457.0,4.0,0
66182,2073,222319.0,181.0,0.0,0
108421,4250,6334.0,20.0,0.0,0
67083,1904,3862.0,14.0,0.0,0
134727,4250,6382.0,20.0,0.0,0
9969,3447,271252.0,156.0,0.0,0
71922,2570,158141.0,30.0,0.0,0
14568,4250,6830.0,20.0,0.0,0
68163,4249,269607.0,4457.0,4.0,0
133252,4250,7138.0,20.0,0.0,0
103037,3617,259728.0,32.0,0.0,0
45365,2073,223779.0,181.0,0.0,0
36127,2056,272242.0,215.0,0.0,0
39695,2056,272316.0,215.0,0.0,0
95005,2056,272366.0,215.0,0.0,0
49999,2056,272425.0,215.0,0.0,0
109960,4250,7962.0,20.0,0.0,0
52040,2073,224436.0,181.0,0.0,0
32186,4249,270978.0,4457.0,4.0,0
23919,4509,3479.0,5.0,0.0,0
122877,3957,288530.0,66.0,0.0,0
44082,4076,251365.0,64.0,0.0,0
37191,4250,9065.0,20.0,0.0,0
2031,2296,268919.0,105.0,0.0,0
80040,3957,288903.0,66.0,0.0,0
8253,678,252519.0,120.0,0.0,0
116381,678,252603.0,120.0,0.0,0
117997,4600,101376.0,22.0,0.0,0
55631,4250,10049.0,20.0,0.0,0
4143,4356,10.0,71.0,0.0,0
110414,4356,79.0,71.0,0.0,0
102856,4356,374.0,71.0,0.0,0
40148,715,10.0,15.0,0.0,0
109628,474,10.0,4.0,0.0,0
22602,678,253823.0,120.0,0.0,0
80112,474,516.0,4.0,0.0,0
96390,3595,267730.0,465.0,0.0,0
95797,4250,12363.0,20.0,0.0,0
121965,4250,12450.0,20.0,0.0,0
26675,3925,189649.0,211.0,0.0,0
96367,4824,155204.0,28.0,0.0,0
120470,4250,12925.0,20.0,0.0,0
74888,4250,13017.0,20.0,0.0,0
44203,2884,160223.0,36.0,0.0,0
125548,4250,13115.0,20.0,0.0,0
6588,1823,267319.0,89.0,1.0,0
119479,4250,13949.0,20.0,0.0,0
132877,1823,267395.0,89.0,1.0,0
96685,4250,14054.0,20.0,0.0,0
113342,2604,270729.0,66.0,0.0,0
1759,4729,163072.0,17.0,0.0,0
70323,3746,98205.0,16.0,0.0,0
119153,4401,270781.0,43.0,0.0,0
131348,1618,10.0,4.0,0.0,0
99928,1618,98.0,4.0,0.0,0
139726,992,76818.0,7.0,0.0,0
22211,4370,10.0,58.0,0.0,0
118555,1856,248574.0,12.0,0.0,0
34034,992,77190.0,7.0,0.0,0
128396,4206,248245.0,2.0,0.0,0
